User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
43619,female,"27,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_249_days,23.8.2016,0,00:00,0,0,0,,unknown_risk
4362,female,"25,2",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1937_days,5.1.2012,0,00:00,0,0,0,,unknown_risk
43624,female,"42,8",G,Non_Verified,bisexual,Switch,Nobody,15,before_15_days,24.8.2016,0,00:00,1,0,0,,unknown_risk
43626,female,"28,5",E,Non_Verified,Heterosexual,Switch,Nobody,0,before_248_days,24.8.2016,0,00:00,0,0,0,,unknown_risk
43627,male,42,M,Non_Verified,bicurious,Submisive,Nobody_but_maybe,0,before_60_days,24.8.2016,0,00:00,0,0,0,,unknown_risk
43628,male,"33,4",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_248_days,24.8.2016,0,00:00,0,0,0,,unknown_risk
43629,male,"43,3",M,Non_Verified,bicurious,Switch,Nobody,20,before_1_days,24.8.2016,1,01:36,0,0,4,,unknown_risk
4363,male,"40,2",D,Non_Verified,Heterosexual,Submisive,Women,0,before_386_days,5.1.2012,0,00:00,0,0,0,,unknown_risk
43631,female,"28,2",A,Non_Verified,bisexual,Submisive,Women,5,before_193_days,24.8.2016,1,00:00,0,0,1,42617,unknown_risk
43632,male,"19,4",C,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,30,before_3_days,24.8.2016,0,00:03,0,0,0,,unknown_risk
43633,female,"50,1",E,Verified,Heterosexual,Submisive,Nobody,65,before_1_days,24.8.2016,0,00:04,1,0,0,5085,unknown_risk
43636,male,"27,1",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_218_days,24.8.2016,0,00:00,0,0,0,41557,unknown_risk
43638,male,"42,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_187_days,24.8.2016,0,01:11,0,0,0,,unknown_risk
43639,male,40,L,Non_Verified,bisexual,Switch,Men_and_Women,15,before_10_days,24.8.2016,0,00:16,1,0,0,,unknown_risk
4364,male,"49,6",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_835_days,5.1.2012,0,00:00,0,0,0,,unknown_risk
43641,male,"37,9",E,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,before_3_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43644,male,"41,5",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_11_days,25.8.2016,0,00:01,1,0,0,,unknown_risk
43645,male,"47,3",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_205_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43646,female,"19,6",B,Non_Verified,bicurious,Submisive,Nobody,0,before_247_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43647,male,"39,9",L,Non_Verified,Homosexual,Submisive,Men,0,before_246_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43648,male,"41,9",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_247_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43649,female,"42,2",F,Non_Verified,Heterosexual,Submisive,Nobody,1,before_1_days,25.8.2016,1,03:21,0,0,0,,unknown_risk
4365,female,47,G,Non_Verified,bisexual,Submisive,Nobody,15,before_1784_days,6.1.2012,0,00:00,0,0,0,,unknown_risk
43650,male,38,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_247_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43651,male,"41,9",B,Non_Verified,bicurious,Switch,Women,15,before_6_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43652,male,"40,8",A,Non_Verified,bicurious,Switch,Men_and_Women,0,before_4_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43653,male,"48,8",L,Non_Verified,Heterosexual,Dominant,Women,15,before_3_days,25.8.2016,0,00:00,0,0,0,,unknown_risk
43657,male,"33,5",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_231_days,26.8.2016,0,00:03,0,0,0,,unknown_risk
43659,male,"29,7",A,Non_Verified,Heterosexual,Dominant,Women,18,before_6_days,26.8.2016,5,00:00,0,0,0,,unknown_risk
4366,male,"43,5",A,Non_Verified,Heterosexual,Dominant,Nobody,50,before_1433_days,6.1.2012,0,06:08,0,0,0,,unknown_risk
43660,male,"41,6",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_246_days,26.8.2016,0,00:00,0,0,0,,unknown_risk
43661,male,"39,7",F,Non_Verified,Heterosexual,Switch,Women,1,before_202_days,26.8.2016,1,00:00,0,0,0,,unknown_risk
43662,male,"37,3",K,Non_Verified,Heterosexual,Switch,Women,0,before_4_days,26.8.2016,0,00:00,1,0,0,,unknown_risk
43663,male,"34,6",N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_189_days,26.8.2016,0,00:00,0,0,0,,unknown_risk
43664,male,"42,5",J,Non_Verified,bisexual,Dominant,Men,0,before_245_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43669,male,"43,6",H,Non_Verified,bicurious,Dominant,Men_and_Women,15,before_4_days,27.8.2016,0,00:00,1,0,0,44998,unknown_risk
4367,male,32,A,Non_Verified,bisexual,Switch,Nobody,0,before_1920_days,6.1.2012,0,00:00,1,0,0,,unknown_risk
43670,male,"39,9",E,Non_Verified,bisexual,Switch,Nobody,0,before_245_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43671,male,"48,3",L,Non_Verified,bicurious,Switch,Nobody,0,before_245_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43673,female,"43,9",L,Non_Verified,bisexual,Submisive,Nobody,0,before_228_days,27.8.2016,0,00:00,1,0,0,,unknown_risk
43674,male,"25,1",G,Verified,Heterosexual,Dominant,Women,50,before_3_days,27.8.2016,0,00:00,1,0,0,,unknown_risk
43677,male,"33,1",A,Non_Verified,bisexual,Submisive,Nobody,0,before_245_days,27.8.2016,0,00:01,0,0,0,,unknown_risk
4368,male,"41,6",F,Non_Verified,Heterosexual,Dominant,Women,5,before_1559_days,6.1.2012,0,00:00,0,0,1,,unknown_risk
43680,male,"29,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_245_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43681,male,"27,4",B,Non_Verified,Homosexual,Submisive,Men,0,before_65_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43682,female,"20,6",K,Non_Verified,bisexual,Submisive,Nobody,20,before_160_days,27.8.2016,1,00:00,0,0,4,,unknown_risk
43683,male,"41,9",K,Non_Verified,Heterosexual,Dominant,Women,15,before_2_days,27.8.2016,0,00:00,2,0,0,,unknown_risk
43684,male,"23,6",M,Non_Verified,Heterosexual,Switch,Nobody,0,before_39_days,27.8.2016,0,00:00,0,0,0,,unknown_risk
43687,female,"27,7",L,Non_Verified,bisexual,Dominant,,0,before_244_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43689,male,"38,5",G,Non_Verified,Heterosexual,Dominant,,0,before_213_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
4369,male,"42,5",A,Non_Verified,bicurious,Submisive,Men_and_Women,15,before_106_days,6.1.2012,0,00:00,1,0,0,,unknown_risk
43690,female,"36,7",L,Non_Verified,Heterosexual,Dominant,Nobody,5,before_220_days,28.8.2016,0,00:00,0,0,1,,unknown_risk
43695,male,35,B,Non_Verified,Heterosexual,Switch,Nobody,0,before_20_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43696,male,"26,9",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1_days,28.8.2016,0,00:00,0,0,0,27686,unknown_risk
43697,male,"49,4",H,Verified,Heterosexual,Submisive,Nobody,150,before_163_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43698,female,33,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_244_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43699,female,"50,3",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_244_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
4370,female,"33,1",A,Non_Verified,Homosexual,Switch,Nobody,5,before_1939_days,6.1.2012,0,00:00,0,0,1,,unknown_risk
43700,female,"35,2",A,Non_Verified,bisexual,Switch,Nobody,0,before_177_days,28.8.2016,0,00:00,1,0,0,,unknown_risk
43702,male,"24,9",B,Verified,Heterosexual,Switch,Women,6,before_10_days,28.8.2016,6,03:27,0,0,0,"524,545,047",unknown_risk
43703,male,"26,6",A,Non_Verified,Heterosexual,Dominant,Women,0,before_8_days,28.8.2016,0,00:18,0,0,0,"4,478,713,958,457,640,000,000,000",unknown_risk
43705,male,"33,6",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_244_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43706,female,"48,3",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_244_days,28.8.2016,0,00:00,0,0,0,,unknown_risk
43709,male,"18,8",H,Non_Verified,Heterosexual,Switch,Nobody,0,before_243_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
4371,female,"29,7",B,Non_Verified,bisexual,Submisive,Nobody,15,before_1809_days,6.1.2012,0,00:00,0,0,0,,unknown_risk
43712,male,"40,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_243_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43714,female,23,B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_119_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43715,male,"26,6",A,Non_Verified,bisexual,Switch,Nobody,0,before_243_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43717,female,19,H,Non_Verified,Heterosexual,Submisive,Men,0,before_198_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
4372,male,"34,4",O,Non_Verified,Heterosexual,Switch,Nobody,0,before_1940_days,6.1.2012,0,00:00,0,0,0,,unknown_risk
43720,male,45,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_243_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43721,male,"19,1",O,Non_Verified,bicurious,Submisive,Nobody,15,before_4_days,29.8.2016,0,00:00,1,0,0,,unknown_risk
43725,male,"42,1",A,Non_Verified,Heterosexual,Submisive,Women,15,before_13_days,29.8.2016,0,00:00,1,0,0,,unknown_risk
43728,male,"38,8",L,Non_Verified,bisexual,Switch,Nobody,0,before_86_days,29.8.2016,0,00:01,0,0,0,,unknown_risk
4373,male,"31,9",G,Non_Verified,bisexual,Switch,Nobody,0,before_1917_days,6.1.2012,0,00:00,0,0,0,,unknown_risk
43730,male,29,L,Non_Verified,Heterosexual,Dominant,Women,15,before_1_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43732,male,"25,7",B,Non_Verified,bicurious,Switch,Nobody_but_maybe,0,before_219_days,29.8.2016,0,00:00,0,0,0,,unknown_risk
43733,male,"20,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_242_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
43734,female,"21,7",L,Non_Verified,Heterosexual,Submisive,Nobody,31,before_32_days,30.8.2016,1,00:00,0,0,3,6364,unknown_risk
43738,male,"18,7",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_242_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
43739,male,28,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_217_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
4374,male,"37,7",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1940_days,6.1.2012,0,00:00,0,0,0,,unknown_risk
43740,female,"41,4",J,Non_Verified,Heterosexual,Submisive,Nobody,0,before_242_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
43741,male,"42,2",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_242_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
43742,male,"24,6",A,Non_Verified,Heterosexual,Switch,Women,32,before_25_days,30.8.2016,7,00:43,1,1,2,"48,134,808",unknown_risk
43743,male,"37,3",M,Verified,Heterosexual,Switch,Women,165,before_7_days,30.8.2016,0,00:00,0,0,3,,unknown_risk
43744,male,"35,9",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_96_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
43745,male,"41,6",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_242_days,30.8.2016,0,00:00,0,0,0,,unknown_risk
4375,male,"30,5",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1838_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43751,male,"35,7",A,Verified,Heterosexual,Switch,Women,75,before_73_days,31.8.2016,0,00:01,0,0,0,,unknown_risk
43752,male,"46,3",K,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_1_days,31.8.2016,0,00:00,0,0,0,,unknown_risk
43753,male,"22,7",A,Non_Verified,bicurious,Submisive,Nobody,15,before_1_days,31.8.2016,0,00:26,0,0,0,,unknown_risk
43756,male,"41,3",N,Non_Verified,Heterosexual,Submisive,Nobody,-50,before_69_days,31.8.2016,0,00:00,0,0,0,,unknown_risk
43757,male,"42,1",H,Non_Verified,bicurious,Switch,Nobody_but_maybe,10,before_1_days,31.8.2016,0,01:55,0,0,2,,unknown_risk
4376,male,33,C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_885_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43760,female,"30,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_111_days,31.8.2016,0,00:00,0,0,0,,unknown_risk
43761,male,"32,7",A,Non_Verified,bicurious,Submisive,Nobody,0,before_33_days,31.8.2016,0,00:00,0,0,0,,unknown_risk
43762,female,"36,2",A,Non_Verified,Heterosexual,Submisive,Nobody,-30,before_216_days,31.8.2016,7,00:00,0,0,0,,unknown_risk
43763,male,36,L,Non_Verified,bisexual,Switch,Nobody,0,before_239_days,31.8.2016,0,00:00,0,0,0,,unknown_risk
43765,male,"34,1",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,15,before_218_days,1.9.2016,0,00:00,0,1,0,,unknown_risk
43766,male,"30,9",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,15,before_20_days,1.9.2016,1,00:00,0,0,3,,unknown_risk
43767,male,"47,1",L,Non_Verified,Heterosexual,Dominant,,0,before_189_days,1.9.2016,0,00:00,1,0,0,,unknown_risk
43768,female,"25,5",B,Non_Verified,bicurious,Submisive,Nobody_but_maybe,15,before_23_days,1.9.2016,0,00:00,0,0,0,"145,973",unknown_risk
43769,male,41,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_240_days,1.9.2016,0,00:09,0,0,0,,unknown_risk
4377,female,"41,3",M,Non_Verified,bisexual,Submisive,Nobody,0,before_1938_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43771,male,"24,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_48_days,1.9.2016,0,00:00,0,0,0,,unknown_risk
43772,female,"29,2",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_150_days,1.9.2016,0,00:00,0,0,0,,unknown_risk
43773,male,"34,5",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_240_days,1.9.2016,0,00:00,0,0,0,,unknown_risk
43775,male,46,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_233_days,1.9.2016,0,00:00,0,0,0,,unknown_risk
43776,male,"39,9",O,Non_Verified,bisexual,Submisive,Men,0,before_240_days,1.9.2016,0,00:00,0,0,0,,unknown_risk
43779,male,"38,9",J,Non_Verified,Heterosexual,Submisive,,5,before_240_days,1.9.2016,0,00:01,0,0,1,,unknown_risk
4378,male,"51,8",J,Non_Verified,bisexual,Switch,Nobody,0,before_1939_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43782,female,"36,7",N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43785,male,"35,1",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43788,male,"41,5",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43790,female,"31,3",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43791,female,20,B,Non_Verified,Heterosexual,Switch,Nobody,15,before_7_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43793,male,"19,1",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43797,male,"26,9",G,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,15,before_84_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43798,male,"33,1",K,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,10,before_196_days,2.9.2016,0,00:00,0,0,3,23004,unknown_risk
43799,male,"48,3",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
4380,male,27,B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1936_days,7.1.2012,0,00:00,1,0,0,,unknown_risk
43800,male,"26,3",A,Non_Verified,Heterosexual,Dominant,,15,before_206_days,2.9.2016,0,00:00,1,0,0,,unknown_risk
43801,female,32,J,Non_Verified,Heterosexual,Switch,Nobody,0,before_239_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43802,male,"38,3",G,Non_Verified,bisexual,Submisive,,0,before_92_days,2.9.2016,0,00:00,0,0,0,,unknown_risk
43806,male,"26,9",G,Non_Verified,bicurious,Switch,Nobody,0,before_3_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43808,female,"30,6",O,Non_Verified,bisexual,Dominant,Women,0,before_160_days,3.9.2016,0,00:00,2,0,0,,unknown_risk
43809,male,30,G,Non_Verified,bicurious,Dominant,Nobody,0,before_238_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
4381,male,27,S,Non_Verified,Heterosexual,Switch,Nobody,0,before_1549_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43812,female,"48,9",A,Non_Verified,bisexual,Submisive,Nobody_but_maybe,15,before_1_days,3.9.2016,0,00:00,0,0,0,45973,unknown_risk
43814,male,"26,5",K,Non_Verified,bicurious,Dominant,Nobody,0,before_238_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43817,male,"24,4",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_238_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43818,male,"46,7",F,Non_Verified,Homosexual,Dominant,Nobody,0,before_238_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43819,male,"34,4",L,Verified,Homosexual,Switch,Nobody_but_maybe,165,before_84_days,3.9.2016,0,00:00,1,1,3,"209,664,148,126,333",unknown_risk
4382,male,"43,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1939_days,7.1.2012,0,00:00,0,0,0,,unknown_risk
43822,male,22,G,Non_Verified,Homosexual,Submisive,Nobody,0,before_178_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43823,female,"19,1",L,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,18,before_18_days,3.9.2016,3,00:00,0,0,0,,unknown_risk
43826,male,51,H,Non_Verified,bicurious,Submisive,Nobody,-15,before_203_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
43827,male,"25,2",A,Non_Verified,bicurious,Switch,Nobody,0,before_229_days,3.9.2016,0,00:00,0,0,0,,unknown_risk
4383,male,"43,1",K,Non_Verified,Heterosexual,Dominant,Nobody,5,before_1692_days,7.1.2012,0,00:00,1,0,3,,unknown_risk
43830,male,"30,6",M,Non_Verified,bisexual,Switch,Nobody,0,before_237_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43831,female,"20,9",F,Non_Verified,bisexual,Submisive,Nobody,0,before_223_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43832,male,"36,2",M,Non_Verified,Homosexual,Switch,Men,20,before_7_days,4.9.2016,0,00:01,1,0,5,,unknown_risk
43834,male,48,N,Non_Verified,Heterosexual,Submisive,Women,2,before_2_days,4.9.2016,3,02:21,1,0,0,,unknown_risk
43835,male,"30,7",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_1_days,4.9.2016,0,00:00,0,2,0,,unknown_risk
43836,male,"49,5",O,Non_Verified,Heterosexual,Submisive,Nobody,0,before_14_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43837,male,"34,2",O,Non_Verified,Heterosexual,Submisive,Nobody,0,before_231_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43838,male,"50,1",A,Non_Verified,bicurious,Submisive,Women,34,before_17_days,4.9.2016,4,00:00,1,0,0,,unknown_risk
43839,male,25,B,Non_Verified,Heterosexual,Dominant,Women,15,before_198_days,4.9.2016,0,00:00,0,0,0,43129,unknown_risk
43840,female,"31,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_3_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43841,female,"34,2",A,Non_Verified,bisexual,Submisive,Nobody,0,before_15_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43842,male,"39,9",O,Non_Verified,bisexual,Submisive,Men,0,before_3_days,4.9.2016,0,00:00,0,0,0,"3,891,432,408,364,690,000,000,000",unknown_risk
43843,female,"22,5",F,Non_Verified,Heterosexual,Switch,Men,6,before_70_days,4.9.2016,10,00:31,0,0,0,,unknown_risk
43844,male,"29,9",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_237_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43846,male,"19,8",D,Non_Verified,Homosexual,Submisive,Men,20,before_35_days,4.9.2016,0,00:00,0,0,1,,unknown_risk
43847,female,"39,4",G,Non_Verified,Heterosexual,Switch,Men,0,before_1_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43848,female,"38,9",A,Non_Verified,Heterosexual,Dominant,Men,0,before_141_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43849,male,"32,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_38_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43851,female,"27,5",E,Non_Verified,bicurious,Submisive,Men,0,before_16_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43853,male,"30,7",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_236_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43854,male,"43,4",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_237_days,4.9.2016,0,00:00,0,0,0,,unknown_risk
43855,male,"37,1",E,Verified,Heterosexual,Dominant,Women,185,before_1_days,4.9.2016,0,00:00,1,0,4,,unknown_risk
43856,female,"23,9",G,Non_Verified,bisexual,Switch,Nobody_but_maybe,5,before_177_days,5.9.2016,0,00:00,0,0,1,,unknown_risk
43858,male,"27,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_236_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
4386,male,31,N,Non_Verified,Heterosexual,Dominant,Nobody,0,before_253_days,8.1.2012,0,00:01,0,0,0,,unknown_risk
43864,female,"30,9",N,Non_Verified,bicurious,Submisive,Nobody,0,before_217_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43865,male,"37,3",M,Non_Verified,bisexual,Switch,Nobody,0,before_23_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43866,male,"53,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_5_days,5.9.2016,0,00:02,0,0,0,,unknown_risk
43868,male,"47,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_40_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43869,male,41,N,Non_Verified,bisexual,Switch,Nobody,0,before_49_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
4387,male,"39,5",H,Non_Verified,bisexual,Submisive,Women,15,before_49_days,8.1.2012,0,00:00,0,0,0,,unknown_risk
43872,male,"31,8",B,Non_Verified,bicurious,Submisive,Women,0,before_1_days,5.9.2016,0,00:00,0,0,0,42221,unknown_risk
43874,male,40,N,Verified,Heterosexual,Switch,,151,before_35_days,5.9.2016,3,00:20,0,0,0,,unknown_risk
43875,male,"43,1",A,Non_Verified,bicurious,Switch,Nobody,0,before_236_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43876,male,"29,5",B,Non_Verified,Homosexual,Switch,Men,0,before_236_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43878,male,"41,3",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_236_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
4388,male,"40,7",S,Non_Verified,Heterosexual,Switch,Nobody,0,before_1937_days,9.1.2012,0,00:00,0,0,0,,unknown_risk
43880,male,"24,3",A,Non_Verified,Homosexual,Submisive,Nobody,0,before_234_days,5.9.2016,0,00:00,0,0,0,,unknown_risk
43887,male,"45,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_235_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
43888,male,"50,2",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_5_days,6.9.2016,0,00:23,0,0,2,,unknown_risk
43889,male,"44,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_235_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
4389,male,"26,5",A,Non_Verified,Heterosexual,Dominant,Women,16,before_5_days,9.1.2012,1,01:34,0,0,0,,unknown_risk
43891,male,"43,2",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_4_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
43894,male,"44,9",A,Non_Verified,Heterosexual,Switch,Women,0,before_11_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
43895,male,"25,5",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_235_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
43896,female,"39,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_69_days,6.9.2016,0,00:04,0,0,0,,unknown_risk
43897,female,"33,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_235_days,6.9.2016,0,00:00,0,0,0,,unknown_risk
43900,female,"23,4",B,Non_Verified,Homosexual,Dominant,Women,0,before_234_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
43901,male,"26,5",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_234_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
43902,female,"27,3",B,Non_Verified,Heterosexual,Submisive,,23,before_202_days,7.9.2016,9,00:00,0,0,0,,unknown_risk
43903,male,"38,5",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_227_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
43904,male,31,J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_222_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
43906,male,"37,3",O,Non_Verified,Homosexual,Switch,,0,before_1_days,7.9.2016,0,00:00,4,0,0,,unknown_risk
43908,male,"19,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_234_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
43909,male,"39,4",L,Non_Verified,bisexual,Submisive,Nobody,0,before_234_days,7.9.2016,0,00:00,0,0,0,,unknown_risk
4391,male,"30,9",B,Verified,Heterosexual,Dominant,Nobody_but_maybe,165,before_17_days,9.1.2012,0,00:19,0,0,0,,unknown_risk
43913,male,41,M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_233_days,8.9.2016,0,00:00,0,0,0,,unknown_risk
43914,male,"29,9",A,Non_Verified,Heterosexual,Switch,Women,85,before_3_days,8.9.2016,0,00:10,0,0,2,,unknown_risk
